

lambda, I
1052.7311, 186307.5000
1052.9091, 186399.7812
1053.0869, 186369.6719
1053.2649, 186472.2812
1053.4427, 186486.7812
1053.6207, 186524.2188
1053.7986, 186554.0625
1053.9766, 186515.5000
1054.1544, 186491.7188
1054.3324, 186452.6094
1054.5103, 186484.0000
1054.6882, 186424.5625
1054.8661, 186390.5000
1055.0441, 186381.8906
1055.2219, 186358.0625
1055.3999, 186317.0000
1055.5778, 186328.1719
1055.7557, 186341.3906
1055.9336, 186334.1719
1056.1116, 186322.8750
1056.2894, 186301.3594
1056.4674, 186330.4062
1056.6453, 186281.8281
1056.8232, 186322.7031
1057.0011, 186272.9375
1057.1791, 186265.7188
1057.3569, 186286.1094
1057.5349, 186302.5625
1057.7128, 186354.7812
1057.8907, 186361.2812
1058.0686, 186354.6719
1058.2466, 186386.5625
1058.4244, 186410.0000
1058.6024, 186404.8281
1058.7803, 186415.2812
1058.9583, 186439.1094
1059.1361, 186437.5000
1059.3141, 186430.8906
1059.4919, 186512.7188
1059.6699, 186451.1094
1059.8478, 186547.5625
1060.0258, 186488.7812
1060.2036, 186429.0000
1060.3816, 186454.8281
1060.5594, 186461.8281
1060.7374, 186422.7812
1060.9153, 186407.6719
1061.0933, 186431.3281
1061.2711, 186399.7188
1061.4491, 186392.1719
1061.6270, 186383.3906
1061.8049, 186407.7812
1061.9828, 186327.7188
1062.1608, 186363.7812
1062.3386, 186379.1250
1062.5166, 186501.1250
1062.6945, 186269.8281
1062.8724, 186310.8750
1063.0503, 186328.0000
1063.2281, 186283.3594
1063.4061, 186285.8750
1063.5840, 186257.0000
1063.7620, 186231.2812
1063.9398, 186305.7188
1064.1178, 186343.3281
1064.2957, 186348.0625
1064.4736, 186343.2188
1064.6515, 186389.0625
1064.8295, 186377.7188
1065.0073, 186405.1094
1065.1853, 186526.6719
1065.3632, 186557.9375
1065.5411, 186589.8906
1065.7190, 186555.7188
1065.8970, 186566.9375
1066.0748, 186539.0000
1066.2528, 186542.7188
1066.4307, 186490.0625
1066.6086, 186433.0000
1066.7865, 186411.5000
1066.9645, 186361.2812
1067.1423, 186354.3281
1067.3203, 186323.0625
1067.4982, 186319.9375
1067.6761, 186309.5000
1067.8540, 186295.1094
1068.0320, 186275.2812
1068.2098, 186285.5625
1068.3878, 186238.3906
1068.5657, 186274.2188
1068.7437, 186268.5625
1068.9215, 186235.0625
1069.0995, 186229.7812
1069.2773, 186213.4375
1069.4553, 186238.3906
1069.6332, 186268.3906
1069.8112, 186275.6719
1069.9890, 186290.4375
1070.1670, 186278.7188
1070.3448, 186286.5625
1070.5228, 186292.4375
1070.7007, 186296.1094
1070.8787, 186342.6719
1071.0565, 186312.4375
1071.2345, 186361.7812
1071.4124, 186328.5000
1071.5903, 186405.7188
1071.7682, 186373.2188
1071.9462, 186347.2812
1072.1240, 186341.2969
1072.3020, 186305.8281
1072.4799, 186332.0000
1072.6578, 186289.3594
1072.8357, 186280.8281
1073.0137, 186235.0000
1073.1915, 186237.5625
1073.3695, 186231.7188
1073.5474, 186249.3906
1073.7253, 186201.6719
1073.9032, 186201.3906
1074.0812, 186177.8281
1074.2590, 186273.2188
1074.4370, 186240.5000
1074.6149, 186057.3906
1074.7928, 186145.2188
1074.9707, 186123.3281
1075.1487, 186109.1094
1075.3265, 186079.6094
1075.5045, 186113.1719
1075.6824, 186089.6094
1075.8604, 186105.0000
1076.0382, 186161.6719
1076.2162, 186153.3906
1076.3940, 186179.6406
1076.5720, 186192.1250
1076.7499, 186218.5312
1076.9279, 186320.0000
1077.1057, 186308.2969
1077.2837, 186397.0625
1077.4615, 186402.4375
1077.6395, 186377.0000
1077.8174, 186351.8281
1077.9954, 186338.3906
1078.1732, 186281.0000
1078.3512, 186288.1719
1078.5291, 186244.1719
1078.7070, 186205.2812
1078.8849, 186183.9375
1079.0629, 186168.5000
1079.2407, 186118.3906
1079.4187, 186115.1094
1079.5966, 186094.3281
1079.7745, 186063.6094
1079.9524, 186087.8906
1080.1302, 186072.3906
1080.3082, 186069.8906
1080.4861, 186087.1094
1080.6641, 186062.3906
1080.8419, 186023.4375
1081.0199, 186067.0625
1081.1978, 186060.1719
1081.3757, 186096.4688
1081.5536, 186130.2969
1081.7316, 186092.8281
1081.9094, 186072.8281
1082.0874, 186114.9375
1082.2653, 186103.4375
1082.4432, 186124.6094
1082.6211, 186134.2188
1082.7991, 186143.0625
1082.9769, 186153.5000
1083.1549, 186121.3281
1083.3328, 186202.3281
1083.5107, 186228.5000
1083.6886, 186197.0625
1083.8666, 186213.2812
1084.0444, 186134.6094
1084.2224, 186176.5625
1084.4003, 186114.7812
1084.5782, 186093.5000
1084.7561, 186124.7188
1084.9341, 186114.6094
1085.1119, 186078.0000
1085.2899, 186121.5312
1085.4678, 186083.0625
1085.6458, 186041.9375
1085.8236, 186037.7656
1086.0016, 186022.8750
1086.1794, 186160.6094
1086.3574, 186010.6719
1086.5353, 185973.9375
1086.7133, 186034.4375
1086.8911, 185964.0625
1087.0691, 185946.3906
1087.2469, 185968.2188
1087.4249, 185978.3906
1087.6028, 185985.7188
1087.7808, 185997.6094
1087.9586, 186033.8281
1088.1366, 186026.1094
1088.3145, 186056.2188
1088.4924, 186085.0625
1088.6703, 186131.6094
1088.8483, 186169.9375
1089.0261, 186206.5625
1089.2041, 186248.9375
1089.3820, 186268.0000
1089.5599, 186253.9375
1089.7378, 186209.3281
1089.9158, 186194.9375
1090.0936, 186168.0625
1090.2716, 186134.3281
1090.4495, 186088.1094
1090.6274, 186070.1719
1090.8053, 186050.3281
1090.9833, 185989.2812
1091.1611, 185993.0625
1091.3391, 186003.6094
1091.5170, 186022.4688
1091.6949, 185946.8750
1091.8728, 185964.3594
1092.0508, 185962.8281
1092.2286, 185977.2344
1092.4066, 185952.9375
1092.5845, 185961.9375
1092.7625, 185937.0000
1092.9403, 185903.8281
1093.1183, 185911.4375
1093.2961, 185987.5000
1093.4741, 186000.3281
1093.6520, 185976.1719
1093.8300, 185978.3281
1094.0078, 185990.1719
1094.1858, 186004.1719
1094.3636, 186023.5625
1094.5416, 186058.4375
1094.7195, 186058.4375
1094.8975, 186062.2188
1095.0753, 186080.2188
1095.2533, 186113.9375
1095.4312, 186122.1094
1095.6091, 186129.7031
1095.7870, 186089.2344
1095.9650, 186076.3594
1096.1428, 186075.1719
1096.3208, 186071.9375
1096.4987, 186044.3594
1096.6765, 186046.4375
1096.8545, 185971.3281
1097.0323, 186032.5625
1097.2103, 185989.5000
1097.3882, 185979.1719
1097.5662, 185967.1094
1097.7440, 185965.7812
1097.9220, 186014.3906
1098.0999, 186085.6719
1098.2778, 185846.9375
1098.4557, 185906.5000
1098.6337, 185939.0000
1098.8115, 185899.0000
1098.9895, 185850.5000
1099.1674, 185892.0000
1099.3453, 185902.2812
1099.5232, 185933.5312
1099.7012, 185938.0000
1099.8790, 185974.5938
1100.0570, 185951.8281
1100.2349, 185979.3281
1100.4128, 185995.7188
1100.5907, 186084.3906
1100.7687, 186128.3906
1100.9465, 186168.3281
1101.1245, 186177.1719
1101.3024, 186214.3281
1101.4803, 186209.3906
1101.6582, 186129.3281
1101.8362, 186156.2812
1102.0140, 186138.3281
1102.1920, 186079.3906
1102.3699, 186009.5000
1102.5479, 186004.1094
1102.7257, 185976.9375
1102.9037, 185968.3906
1103.0815, 185949.7812
1103.2595, 185942.8750
1103.4374, 185930.7656
1103.6154, 185937.9375
1103.7932, 185892.0000
1103.9712, 185954.5938
1104.1490, 185866.2969
1104.3270, 185917.0000
1104.5049, 185879.8281
1104.6829, 185919.6094
1104.8607, 185904.0000
1105.0387, 185936.2188
1105.2166, 185922.8906
1105.3945, 185935.7812
1105.5724, 185938.5625
1105.7504, 185929.1094
1105.9282, 185955.3906
1106.1062, 185964.0000
1106.2841, 186003.7812
1106.4620, 186009.0000
1106.6399, 185986.2188
1106.8179, 186031.0000
1106.9957, 186023.2969
1107.1737, 186104.3906
1107.3516, 186063.3906
1107.5295, 186045.9375
1107.7074, 186054.1719
1107.8854, 186001.5938
1108.0632, 186049.5312
1108.2412, 186016.0625
1108.4191, 186038.3594
1108.5970, 185962.7656
1108.7749, 185963.3281
1108.9529, 185966.1719
1109.1307, 185928.7812
1109.3087, 185908.5000
1109.4866, 185907.6094
1109.6646, 185906.6094
1109.8424, 185996.2188
1110.0204, 185999.9375
1110.1982, 185820.4375
1110.3762, 185896.0625
1110.5541, 185870.0625
1110.7321, 185823.7188
1110.9099, 185794.9375
1111.0879, 185814.7188
1111.2657, 185839.5625
1111.4437, 185870.2812
1111.6216, 185887.1719
1111.7996, 185891.5000
1111.9774, 185937.0625
1112.1554, 185973.2812
1112.3333, 186018.7812
1112.5112, 186061.3594
1112.6891, 186110.0000
1112.8671, 186148.2344
1113.0449, 186133.7031
1113.2229, 186150.6406
1113.4008, 186123.0000
1113.5786, 186143.0625
1113.7566, 186111.5625
1113.9344, 186085.7188
1114.1124, 186027.9375
1114.2903, 185999.4375
1114.4683, 185950.8906
1114.6461, 185926.8906
1114.8241, 185942.9375
1115.0020, 185894.7812
1115.1799, 185869.3906
1115.3578, 185880.7188
1115.5358, 185910.6094
1115.7136, 185882.0000
1115.8916, 185846.2188
1116.0695, 185842.0625
1116.2474, 185863.6719
1116.4253, 185845.9375
1116.6033, 185863.6094
1116.7811, 185864.2188
1116.9591, 185896.2812
1117.1370, 185873.6094
1117.3149, 185884.0000
1117.4928, 185886.7812
