

lambda, I
1052.7311, 188092.0625
1052.9091, 188209.2812
1053.0869, 188272.1094
1053.2649, 188400.3906
1053.4427, 188486.1719
1053.6207, 188576.7656
1053.7986, 188656.1719
1053.9766, 188709.2344
1054.1544, 188693.5000
1054.3324, 188797.8906
1054.5103, 188853.6719
1054.6882, 188883.5000
1054.8661, 188875.3906
1055.0441, 188909.7031
1055.2219, 188925.0000
1055.3999, 188982.4375
1055.5778, 189089.7188
1055.7557, 189110.8906
1055.9336, 189144.8281
1056.1116, 189197.9375
1056.2894, 189249.7656
1056.4674, 189337.4062
1056.6453, 189376.2969
1056.8232, 189425.6719
1057.0011, 189465.6719
1057.1791, 189537.8906
1057.3569, 189579.7188
1057.5349, 189673.2188
1057.7128, 189747.7031
1057.8907, 189786.3594
1058.0686, 189869.6406
1058.2466, 189950.9375
1058.4244, 189987.8906
1058.6024, 190066.5000
1058.7803, 190116.3906
1058.9583, 190186.9375
1059.1361, 190275.1250
1059.3141, 190291.1719
1059.4919, 190409.2969
1059.6699, 190444.0000
1059.8478, 190527.5625
1060.0258, 190578.2812
1060.2036, 190612.4375
1060.3816, 190638.5000
1060.5594, 190674.9375
1060.7374, 190720.5938
1060.9153, 190766.2188
1061.0933, 190824.7812
1061.2711, 190805.1094
1061.4491, 190859.6719
1061.6270, 190879.8281
1061.8049, 190915.2969
1061.9828, 191036.4688
1062.1608, 191019.1719
1062.3386, 191094.2188
1062.5166, 191215.0000
1062.6945, 191082.0625
1062.8724, 191180.5625
1063.0503, 191212.0625
1063.2281, 191248.4375
1063.4061, 191278.4688
1063.5840, 191347.7031
1063.7620, 191339.4062
1063.9398, 191418.0000
1064.1178, 191501.3906
1064.2957, 191565.2812
1064.4736, 191609.8281
1064.6515, 191715.4688
1064.8295, 191732.0625
1065.0073, 191867.3281
1065.1853, 191967.7188
1065.3632, 192044.8281
1065.5411, 192084.3281
1065.7190, 192135.2344
1065.8970, 192153.3594
1066.0748, 192148.3906
1066.2528, 192185.0000
1066.4307, 192183.5625
1066.6086, 192196.9375
1066.7865, 192189.5312
1066.9645, 192173.4062
1067.1423, 192201.2188
1067.3203, 192226.9375
1067.4982, 192259.5000
1067.6761, 192281.6094
1067.8540, 192259.0000
1068.0320, 192259.7188
1068.2098, 192325.5625
1068.3878, 192312.9375
1068.5657, 192329.6406
1068.7437, 192364.0000
1068.9215, 192345.9375
1069.0995, 192354.2188
1069.2773, 192356.6719
1069.4553, 192401.8906
1069.6332, 192402.3281
1069.8112, 192441.6094
1069.9890, 192430.5000
1070.1670, 192428.2188
1070.3448, 192396.1719
1070.5228, 192417.5312
1070.7007, 192392.8281
1070.8787, 192411.0625
1071.0565, 192395.8281
1071.2345, 192391.7812
1071.4124, 192341.8906
1071.5903, 192398.8750
1071.7682, 192381.5312
1071.9462, 192313.2969
1072.1240, 192247.5000
1072.3020, 192206.5000
1072.4799, 192134.4375
1072.6578, 192121.8281
1072.8357, 192068.1719
1073.0137, 192052.5312
1073.1915, 191973.0625
1073.3695, 191929.8281
1073.5474, 191874.3906
1073.7253, 191840.4375
1073.9032, 191772.1250
1074.0812, 191749.4062
1074.2590, 191822.7656
1074.4370, 191718.4375
1074.6149, 191548.4375
1074.7928, 191568.7812
1074.9707, 191509.0000
1075.1487, 191484.7188
1075.3265, 191431.9375
1075.5045, 191402.1250
1075.6824, 191359.6094
1075.8604, 191318.0000
1076.0382, 191338.5625
1076.2162, 191304.7812
1076.3940, 191280.5625
1076.5720, 191275.1094
1076.7499, 191280.3906
1076.9279, 191269.8906
1077.1057, 191340.2969
1077.2837, 191331.2969
1077.4615, 191295.5312
1077.6395, 191260.1719
1077.8174, 191200.1094
1077.9954, 191170.0000
1078.1732, 191070.1094
1078.3512, 190999.3906
1078.5291, 190916.8906
1078.7070, 190835.8281
1078.8849, 190778.3281
1079.0629, 190713.0000
1079.2407, 190670.0000
1079.4187, 190583.8750
1079.5966, 190554.5000
1079.7745, 190522.2188
1079.9524, 190448.1719
1080.1302, 190429.5000
1080.3082, 190361.9375
1080.4861, 190320.0625
1080.6641, 190297.6719
1080.8419, 190226.0000
1081.0199, 190190.3906
1081.1978, 190161.1719
1081.3757, 190157.9375
1081.5536, 190131.9375
1081.7316, 190025.8750
1081.9094, 190036.5625
1082.0874, 190025.5625
1082.2653, 189985.4375
1082.4432, 189942.5625
1082.6211, 189934.7188
1082.7991, 189894.5000
1082.9769, 189846.0625
1083.1549, 189831.1250
1083.3328, 189827.8750
1083.5107, 189788.6406
1083.6886, 189749.5625
1083.8666, 189644.2812
1084.0444, 189618.0625
1084.2224, 189525.0625
1084.4003, 189464.1719
1084.5782, 189462.8906
1084.7561, 189375.4375
1084.9341, 189304.0000
1085.1119, 189276.0625
1085.2899, 189259.6406
1085.4678, 189180.9375
1085.6458, 189068.9375
1085.8236, 189069.3906
1086.0016, 189001.0625
1086.1794, 189078.5000
1086.3574, 188871.1094
1086.5353, 188832.6719
1086.7133, 188803.7812
1086.8911, 188731.8281
1087.0691, 188681.0000
1087.2469, 188637.0000
1087.4249, 188569.0625
1087.6028, 188558.5625
1087.7808, 188533.2812
1087.9586, 188497.8906
1088.1366, 188517.3906
1088.3145, 188497.3281
1088.4924, 188476.0000
1088.6703, 188509.8281
1088.8483, 188534.3281
1089.0261, 188531.5000
1089.2041, 188556.1719
1089.3820, 188525.5312
1089.5599, 188477.8281
1089.7378, 188403.7812
1089.9158, 188356.1719
1090.0936, 188297.6719
1090.2716, 188225.7188
1090.4495, 188175.1719
1090.6274, 188093.5000
1090.8053, 188068.2188
1090.9833, 188005.0000
1091.1611, 187983.1094
1091.3391, 187919.5938
1091.5170, 187911.4688
1091.6949, 187853.5312
1091.8728, 187851.6719
1092.0508, 187825.8281
1092.2286, 187728.7812
1092.4066, 187721.5625
1092.5845, 187699.7188
1092.7625, 187677.1094
1092.9403, 187679.3281
1093.1183, 187706.0000
1093.2961, 187664.5000
1093.4741, 187627.2969
1093.6520, 187644.6406
1093.8300, 187588.0625
1094.0078, 187578.3594
1094.1858, 187572.1719
1094.3636, 187539.1094
1094.5416, 187532.3281
1094.7195, 187540.8906
1094.8975, 187546.1719
1095.0753, 187536.2812
1095.2533, 187539.4688
1095.4312, 187495.7812
1095.6091, 187489.5312
1095.7870, 187420.8281
1095.9650, 187365.3594
1096.1428, 187372.1094
1096.3208, 187332.2188
1096.4987, 187297.3906
1096.6765, 187236.0000
1096.8545, 187231.8906
1097.0323, 187161.5625
1097.2103, 187141.5625
1097.3882, 187119.2188
1097.5662, 187066.7188
1097.7440, 187030.3281
1097.9220, 187065.2812
1098.0999, 187125.6094
1098.2778, 186933.7656
1098.4557, 186952.2969
1098.6337, 186954.7656
1098.8115, 186879.1719
1098.9895, 186839.4375
1099.1674, 186859.6719
1099.3453, 186831.3906
1099.5232, 186799.8906
1099.7012, 186811.0000
1099.8790, 186821.9375
1100.0570, 186835.1719
1100.2349, 186840.4375
1100.4128, 186866.0625
1100.5907, 186926.7188
1100.7687, 186952.8281
1100.9465, 186957.4375
1101.1245, 186989.4688
1101.3024, 186994.1250
1101.4803, 186931.8281
1101.6582, 186882.7656
1101.8362, 186835.9375
1102.0140, 186801.7188
1102.1920, 186712.5625
1102.3699, 186699.7812
1102.5479, 186653.7812
1102.7257, 186597.6719
1102.9037, 186583.7812
1103.0815, 186572.3281
1103.2595, 186547.6719
1103.4374, 186491.2188
1103.6154, 186482.3906
1103.7932, 186454.7812
1103.9712, 186452.6719
1104.1490, 186436.5625
1104.3270, 186420.4375
1104.5049, 186399.3281
1104.6829, 186393.7031
1104.8607, 186367.5312
1105.0387, 186394.3594
1105.2166, 186440.3594
1105.3945, 186393.6094
1105.5724, 186395.1094
1105.7504, 186375.7812
1105.9282, 186379.1719
1106.1062, 186394.3281
1106.2841, 186417.9375
1106.4620, 186419.4375
1106.6399, 186424.0625
1106.8179, 186386.9375
1106.9957, 186452.3281
1107.1737, 186451.1719
1107.3516, 186441.1094
1107.5295, 186414.6094
1107.7074, 186386.4688
1107.8854, 186360.1250
1108.0632, 186360.4062
1108.2412, 186320.2969
1108.4191, 186298.4375
1108.5970, 186263.9375
1108.7749, 186303.1719
1108.9529, 186240.3906
1109.1307, 186258.0000
1109.3087, 186204.3281
1109.4866, 186217.1719
1109.6646, 186222.5625
1109.8424, 186298.4688
1110.0204, 186265.9375
1110.1982, 186092.7031
1110.3762, 186150.3281
1110.5541, 186142.7188
1110.7321, 186092.9375
1110.9099, 186065.8281
1111.0879, 186079.3906
1111.2657, 186079.9375
1111.4437, 186113.0000
1111.6216, 186122.5938
1111.7996, 186128.8750
1111.9774, 186151.2812
1112.1554, 186168.7812
1112.3333, 186204.2188
1112.5112, 186250.2188
1112.6891, 186320.5000
1112.8671, 186357.0000
1113.0449, 186371.2344
1113.2229, 186323.8281
1113.4008, 186331.6719
1113.5786, 186280.3906
1113.7566, 186267.5000
1113.9344, 186210.5000
1114.1124, 186179.7812
1114.2903, 186149.7188
1114.4683, 186118.9375
1114.6461, 186083.4062
1114.8241, 186084.1719
1115.0020, 186102.0000
1115.1799, 186072.5000
1115.3578, 186033.6094
1115.5358, 186050.5000
1115.7136, 186022.5938
1115.8916, 186027.5312
1116.0695, 186017.2969
1116.2474, 186002.0000
1116.4253, 185984.7812
1116.6033, 186007.5000
1116.7811, 186030.0000
1116.9591, 186008.4375
1117.1370, 186048.5000
1117.3149, 186066.8281
1117.4928, 186073.8750
