

lambda, I
1052.7311, 189255.5312
1052.9091, 189408.5312
1053.0869, 189458.3594
1053.2649, 189592.8281
1053.4427, 189716.2188
1053.6207, 189825.0625
1053.7986, 189912.7812
1053.9766, 189927.8906
1054.1544, 189977.5000
1054.3324, 190012.6719
1054.5103, 190008.6719
1054.6882, 190062.5938
1054.8661, 190043.8750
1055.0441, 190066.5938
1055.2219, 190101.6094
1055.3999, 190164.1719
1055.5778, 190188.0625
1055.7557, 190208.2812
1055.9336, 190251.1719
1056.1116, 190269.5625
1056.2894, 190342.7812
1056.4674, 190362.3594
1056.6453, 190413.8750
1056.8232, 190454.8750
1057.0011, 190485.7031
1057.1791, 190574.1094
1057.3569, 190607.1094
1057.5349, 190691.5000
1057.7128, 190772.5625
1057.8907, 190841.4375
1058.0686, 190867.9375
1058.2466, 190979.8281
1058.4244, 191015.1250
1058.6024, 191070.5312
1058.7803, 191182.5312
1058.9583, 191206.0000
1059.1361, 191268.0625
1059.3141, 191375.3281
1059.4919, 191440.5625
1059.6699, 191522.1719
1059.8478, 191621.2188
1060.0258, 191625.9375
1060.2036, 191690.7031
1060.3816, 191743.8750
1060.5594, 191755.6406
1060.7374, 191822.8281
1060.9153, 191848.3281
1061.0933, 191935.5000
1061.2711, 191978.7188
1061.4491, 192038.6719
1061.6270, 192041.3281
1061.8049, 192095.1250
1061.9828, 192142.4062
1062.1608, 192257.8750
1062.3386, 192316.3906
1062.5166, 192437.1719
1062.6945, 192325.4375
1062.8724, 192450.6719
1063.0503, 192470.4375
1063.2281, 192490.5625
1063.4061, 192511.2344
1063.5840, 192583.0000
1063.7620, 192608.2969
1063.9398, 192662.6719
1064.1178, 192709.9375
1064.2957, 192764.7188
1064.4736, 192830.1719
1064.6515, 192858.5625
1064.8295, 192944.3906
1065.0073, 192981.7188
1065.1853, 193099.5312
1065.3632, 193118.7656
1065.5411, 193130.4062
1065.7190, 193159.1094
1065.8970, 193131.8281
1066.0748, 193123.4375
1066.2528, 193053.0000
1066.4307, 193018.1094
1066.6086, 192953.5000
1066.7865, 192951.5312
1066.9645, 192894.0625
1067.1423, 192801.1250
1067.3203, 192769.1094
1067.4982, 192727.3281
1067.6761, 192682.6719
1067.8540, 192643.2812
1068.0320, 192627.5625
1068.2098, 192564.4375
1068.3878, 192529.8750
1068.5657, 192488.7656
1068.7437, 192408.4688
1068.9215, 192365.9375
1069.0995, 192314.6719
1069.2773, 192276.2188
1069.4553, 192285.6719
1069.6332, 192228.2188
1069.8112, 192201.0625
1069.9890, 192212.4688
1070.1670, 192103.0625
1070.3448, 192108.8281
1070.5228, 192070.3281
1070.7007, 191979.9375
1070.8787, 191928.7188
1071.0565, 191904.8906
1071.2345, 191877.1719
1071.4124, 191874.0625
1071.5903, 191859.1250
1071.7682, 191786.2344
1071.9462, 191666.7188
1072.1240, 191647.6094
1072.3020, 191559.3906
1072.4799, 191515.1719
1072.6578, 191464.3906
1072.8357, 191406.1719
1073.0137, 191352.8281
1073.1915, 191276.0000
1073.3695, 191240.5938
1073.5474, 191171.5000
1073.7253, 191113.2812
1073.9032, 191092.0000
1074.0812, 191025.5000
1074.2590, 191082.9375
1074.4370, 190989.0000
1074.6149, 190825.6406
1074.7928, 190788.0625
1074.9707, 190744.0625
1075.1487, 190676.0625
1075.3265, 190600.5625
1075.5045, 190555.5000
1075.6824, 190541.7188
1075.8604, 190495.6719
1076.0382, 190447.7812
1076.2162, 190423.8750
1076.3940, 190380.0000
1076.5720, 190354.1250
1076.7499, 190359.6094
1076.9279, 190360.8281
1077.1057, 190325.0000
1077.2837, 190304.7812
1077.4615, 190272.2812
1077.6395, 190200.5625
1077.8174, 190130.8906
1077.9954, 190050.3281
1078.1732, 189984.1094
1078.3512, 189893.3594
1078.5291, 189761.1719
1078.7070, 189705.7656
1078.8849, 189597.2344
1079.0629, 189521.3281
1079.2407, 189439.1719
1079.4187, 189368.1094
1079.5966, 189292.5000
1079.7745, 189213.3906
1079.9524, 189145.0625
1080.1302, 189055.1719
1080.3082, 189033.2969
1080.4861, 188903.7656
1080.6641, 188856.2969
1080.8419, 188796.5000
1081.0199, 188695.4375
1081.1978, 188697.5000
1081.3757, 188688.0625
1081.5536, 188598.2188
1081.7316, 188547.8906
1081.9094, 188513.1719
1082.0874, 188481.4688
1082.2653, 188399.2344
1082.4432, 188324.4688
1082.6211, 188304.3906
1082.7991, 188272.1719
1082.9769, 188220.6094
1083.1549, 188166.5625
1083.3328, 188164.6719
1083.5107, 188150.5000
1083.6886, 188107.5000
1083.8666, 188014.9375
1084.0444, 187977.6406
1084.2224, 187868.1719
1084.4003, 187856.6094
1084.5782, 187778.7812
1084.7561, 187756.0625
1084.9341, 187724.8281
1085.1119, 187638.8281
1085.2899, 187587.0000
1085.4678, 187568.8281
1085.6458, 187517.8750
1085.8236, 187471.0000
1086.0016, 187459.1719
1086.1794, 187541.5625
1086.3574, 187425.5625
1086.5353, 187279.5625
1086.7133, 187315.6719
1086.8911, 187279.0625
1087.0691, 187244.5938
1087.2469, 187198.8281
1087.4249, 187202.0625
1087.6028, 187188.2812
1087.7808, 187179.0000
1087.9586, 187171.5625
1088.1366, 187160.7812
1088.3145, 187165.6094
1088.4924, 187183.2812
1088.6703, 187192.2812
1088.8483, 187282.2969
1089.0261, 187277.2344
1089.2041, 187267.4688
1089.3820, 187276.5000
1089.5599, 187261.6094
1089.7378, 187210.5000
1089.9158, 187180.3906
1090.0936, 187149.4375
1090.2716, 187065.7188
1090.4495, 187030.7812
1090.6274, 186966.3594
1090.8053, 186926.7031
1090.9833, 186904.9375
1091.1611, 186852.8906
1091.3391, 186835.2812
1091.5170, 186829.3906
1091.6949, 186778.4375
1091.8728, 186775.1719
1092.0508, 186765.1719
1092.2286, 186718.3281
1092.4066, 186742.6406
1092.5845, 186736.0625
1092.7625, 186633.6406
1092.9403, 186650.4375
1093.1183, 186677.7188
1093.2961, 186655.6719
1093.4741, 186633.3906
1093.6520, 186642.7188
1093.8300, 186656.1719
1094.0078, 186650.2344
1094.1858, 186632.8750
1094.3636, 186655.7812
1094.5416, 186608.5000
1094.7195, 186649.8281
1094.8975, 186649.5625
1095.0753, 186623.3281
1095.2533, 186670.1719
1095.4312, 186692.8281
1095.6091, 186657.4688
1095.7870, 186636.9375
1095.9650, 186615.6719
1096.1428, 186587.1094
1096.3208, 186584.0000
1096.4987, 186558.5000
1096.6765, 186554.1250
1096.8545, 186540.8750
1097.0323, 186486.7031
1097.2103, 186507.5625
1097.3882, 186511.8906
1097.5662, 186468.2812
1097.7440, 186470.1719
1097.9220, 186514.2969
1098.0999, 186584.0625
1098.2778, 186412.8281
1098.4557, 186409.5000
1098.6337, 186454.1719
1098.8115, 186405.2812
1098.9895, 186374.0000
1099.1674, 186389.9375
1099.3453, 186430.4062
1099.5232, 186431.9375
1099.7012, 186450.2969
1099.8790, 186475.7812
1100.0570, 186514.5000
1100.2349, 186532.6094
1100.4128, 186569.7812
1100.5907, 186636.2188
1100.7687, 186673.3906
1100.9465, 186732.5000
1101.1245, 186774.6406
1101.3024, 186748.8750
1101.4803, 186785.3906
1101.6582, 186740.7188
1101.8362, 186717.3906
1102.0140, 186721.9375
1102.1920, 186673.0625
1102.3699, 186658.0000
1102.5479, 186618.3594
1102.7257, 186575.7656
1102.9037, 186588.8281
1103.0815, 186580.4375
1103.2595, 186575.3906
1103.4374, 186569.0625
1103.6154, 186575.6719
1103.7932, 186579.2344
1103.9712, 186580.5938
1104.1490, 186559.4375
1104.3270, 186588.9375
1104.5049, 186587.2812
1104.6829, 186603.2812
1104.8607, 186622.1719
1105.0387, 186645.2344
1105.2166, 186659.5938
1105.3945, 186669.9375
1105.5724, 186694.9375
1105.7504, 186717.3906
1105.9282, 186691.1719
1106.1062, 186769.6719
1106.2841, 186768.5938
1106.4620, 186806.9375
1106.6399, 186826.1250
1106.8179, 186827.8906
1106.9957, 186876.2812
1107.1737, 186895.6719
1107.3516, 186901.8281
1107.5295, 186927.1719
1107.7074, 186905.2969
1107.8854, 186870.2812
1108.0632, 186854.5625
1108.2412, 186870.5625
1108.4191, 186854.5000
1108.5970, 186876.1719
1108.7749, 186858.1719
1108.9529, 186818.4688
1109.1307, 186819.1719
1109.3087, 186785.8906
1109.4866, 186809.5000
1109.6646, 186808.7188
1109.8424, 186880.0625
1110.0204, 186825.5625
1110.1982, 186741.7656
1110.3762, 186828.1250
1110.5541, 186819.2344
1110.7321, 186766.5000
1110.9099, 186760.4375
1111.0879, 186741.9375
1111.2657, 186797.3906
1111.4437, 186802.4062
1111.6216, 186846.1250
1111.7996, 186855.4062
1111.9774, 186884.3906
1112.1554, 186926.8281
1112.3333, 186961.1094
1112.5112, 187050.0000
1112.6891, 187072.3594
1112.8671, 187123.0000
1113.0449, 187141.6719
1113.2229, 187100.8281
1113.4008, 187119.5625
1113.5786, 187092.5000
1113.7566, 187101.1250
1113.9344, 187036.1250
1114.1124, 187000.6406
1114.2903, 186979.1094
1114.4683, 186951.3281
1114.6461, 186937.1719
1114.8241, 186911.1719
1115.0020, 186927.4062
1115.1799, 186893.0000
1115.3578, 186883.8906
1115.5358, 186850.7188
1115.7136, 186834.7812
1115.8916, 186851.5000
1116.0695, 186850.1719
1116.2474, 186866.7656
1116.4253, 186841.7031
1116.6033, 186864.7031
1116.7811, 186866.6094
1116.9591, 186874.2812
1117.1370, 186903.0000
1117.3149, 186920.8281
1117.4928, 186916.2344
