

lambda, I
1052.7311, 189961.0000
1052.9091, 190005.0625
1053.0869, 190058.7188
1053.2649, 190059.2812
1053.4427, 190107.6094
1053.6207, 190149.5625
1053.7986, 190172.8906
1053.9766, 190147.0000
1054.1544, 190124.4062
1054.3324, 190102.1250
1054.5103, 190087.8281
1054.6882, 189982.3594
1054.8661, 189933.1719
1055.0441, 189888.6094
1055.2219, 189822.2812
1055.3999, 189819.6094
1055.5778, 189770.8906
1055.7557, 189752.0625
1055.9336, 189747.5000
1056.1116, 189702.3281
1056.2894, 189644.7812
1056.4674, 189639.8281
1056.6453, 189590.0625
1056.8232, 189570.1094
1057.0011, 189548.2812
1057.1791, 189508.5625
1057.3569, 189481.5625
1057.5349, 189534.8750
1057.7128, 189492.9375
1057.8907, 189545.0625
1058.0686, 189465.3594
1058.2466, 189419.2344
1058.4244, 189407.4375
1058.6024, 189433.1094
1058.7803, 189397.4375
1058.9583, 189394.1719
1059.1361, 189391.5000
1059.3141, 189369.1094
1059.4919, 189367.8906
1059.6699, 189385.3906
1059.8478, 189371.2188
1060.0258, 189307.3906
1060.2036, 189235.6094
1060.3816, 189207.7812
1060.5594, 189167.5625
1060.7374, 189164.0000
1060.9153, 189131.8281
1061.0933, 189071.5938
1061.2711, 189031.5312
1061.4491, 188990.5938
1061.6270, 188965.1719
1061.8049, 188929.8281
1061.9828, 188888.3281
1062.1608, 188865.3281
1062.3386, 188847.2188
1062.5166, 188927.3906
1062.6945, 188692.1094
1062.8724, 188731.2812
1063.0503, 188702.0625
1063.2281, 188649.1719
1063.4061, 188592.1719
1063.5840, 188586.8281
1063.7620, 188565.0000
1063.9398, 188557.7812
1064.1178, 188555.7188
1064.2957, 188537.5625
1064.4736, 188556.8750
1064.6515, 188540.6406
1064.8295, 188577.5312
1065.0073, 188597.1250
1065.1853, 188643.8281
1065.3632, 188660.5938
1065.5411, 188673.3281
1065.7190, 188660.5000
1065.8970, 188601.8906
1066.0748, 188568.2812
1066.2528, 188503.4375
1066.4307, 188468.6094
1066.6086, 188433.0625
1066.7865, 188369.3281
1066.9645, 188321.0000
1067.1423, 188278.9375
1067.3203, 188229.0625
1067.4982, 188269.1719
1067.6761, 188210.3594
1067.8540, 188152.8750
1068.0320, 188155.2969
1068.2098, 188137.1094
1068.3878, 188139.1094
1068.5657, 188094.8281
1068.7437, 188069.0000
1068.9215, 188069.8906
1069.0995, 188018.0000
1069.2773, 188074.3906
1069.4553, 188097.1094
1069.6332, 188067.2188
1069.8112, 188059.4688
1069.9890, 188083.0000
1070.1670, 188029.2344
1070.3448, 188022.9375
1070.5228, 188036.7812
1070.7007, 188028.4375
1070.8787, 188055.6094
1071.0565, 188060.5000
1071.2345, 188016.1719
1071.4124, 188060.0625
1071.5903, 188083.0625
1071.7682, 188082.8906
1071.9462, 188016.8906
1072.1240, 187995.9375
1072.3020, 187982.3281
1072.4799, 187944.2188
1072.6578, 187928.2188
1072.8357, 187918.4062
1073.0137, 187936.1250
1073.1915, 187870.7656
1073.3695, 187863.6406
1073.5474, 187839.6094
1073.7253, 187794.7812
1073.9032, 187784.9375
1074.0812, 187814.5625
1074.2590, 187850.5625
1074.4370, 187786.0000
1074.6149, 187684.1719
1074.7928, 187693.2188
1074.9707, 187727.2812
1075.1487, 187703.0625
1075.3265, 187668.9375
1075.5045, 187661.8281
1075.6824, 187691.2969
1075.8604, 187677.0625
1076.0382, 187708.7812
1076.2162, 187703.2812
1076.3940, 187736.8906
1076.5720, 187751.6094
1076.7499, 187729.8906
1076.9279, 187833.2188
1077.1057, 187863.7188
1077.2837, 187907.1094
1077.4615, 187839.3906
1077.6395, 187912.5000
1077.8174, 187841.9375
1077.9954, 187838.2812
1078.1732, 187833.3281
1078.3512, 187744.8750
1078.5291, 187707.3594
1078.7070, 187648.3594
1078.8849, 187603.8906
1079.0629, 187612.0625
1079.2407, 187613.7812
1079.4187, 187570.3281
1079.5966, 187541.6719
1079.7745, 187515.1719
1079.9524, 187513.7188
1080.1302, 187500.0000
1080.3082, 187472.9375
1080.4861, 187482.6719
1080.6641, 187437.4688
1080.8419, 187441.8281
1081.0199, 187420.0625
1081.1978, 187431.5938
1081.3757, 187479.6094
1081.5536, 187448.2812
1081.7316, 187461.5000
1081.9094, 187460.5625
1082.0874, 187464.9375
1082.2653, 187446.8906
1082.4432, 187455.8906
1082.6211, 187453.7812
1082.7991, 187472.5625
1082.9769, 187474.2188
1083.1549, 187451.9375
1083.3328, 187499.4062
1083.5107, 187529.4688
1083.6886, 187515.6719
1083.8666, 187458.4375
1084.0444, 187460.5000
1084.2224, 187410.2812
1084.4003, 187389.3281
1084.5782, 187403.8906
1084.7561, 187311.0000
1084.9341, 187296.2188
1085.1119, 187311.7188
1085.2899, 187288.7188
1085.4678, 187259.7188
1085.6458, 187224.1719
1085.8236, 187226.1094
1086.0016, 187241.7812
1086.1794, 187356.0625
1086.3574, 187163.5938
1086.5353, 187134.0000
1086.7133, 187162.8281
1086.8911, 187134.0000
1087.0691, 187077.4062
1087.2469, 187065.3906
1087.4249, 187105.7188
1087.6028, 187081.0625
1087.7808, 187106.1719
1087.9586, 187164.0000
1088.1366, 187085.9375
1088.3145, 187098.0625
1088.4924, 187152.0625
1088.6703, 187211.7188
1088.8483, 187257.3281
1089.0261, 187296.1250
1089.2041, 187302.3594
1089.3820, 187282.1719
1089.5599, 187283.6406
1089.7378, 187233.8906
1089.9158, 187231.0625
1090.0936, 187194.1094
1090.2716, 187198.6719
1090.4495, 187114.3281
1090.6274, 187075.1719
1090.8053, 187030.1094
1090.9833, 187009.3281
1091.1611, 187005.1094
1091.3391, 186991.0000
1091.5170, 186949.7031
1091.6949, 186960.9375
1091.8728, 186869.1719
1092.0508, 186917.2188
1092.2286, 186888.5625
1092.4066, 186885.5000
1092.5845, 186865.6719
1092.7625, 186882.2812
1092.9403, 186841.6094
1093.1183, 186890.4375
1093.2961, 186867.8281
1093.4741, 186878.5625
1093.6520, 186907.3594
1093.8300, 186926.4688
1094.0078, 186887.8750
1094.1858, 186885.7656
1094.3636, 186909.2188
1094.5416, 186901.8281
1094.7195, 186952.5000
1094.8975, 186943.3906
1095.0753, 186981.5625
1095.2533, 186971.8906
1095.4312, 187028.3281
1095.6091, 187015.4062
1095.7870, 186959.5938
1095.9650, 186936.8750
1096.1428, 186915.8281
1096.3208, 186903.7812
1096.4987, 186903.2188
1096.6765, 186858.6719
1096.8545, 186868.2812
1097.0323, 186868.3281
1097.2103, 186841.3281
1097.3882, 186812.6094
1097.5662, 186819.8281
1097.7440, 186833.6406
1097.9220, 186865.4062
1098.0999, 186906.5312
1098.2778, 186679.0625
1098.4557, 186761.3281
1098.6337, 186741.1719
1098.8115, 186735.4375
1098.9895, 186687.8281
1099.1674, 186713.0625
1099.3453, 186747.7188
1099.5232, 186732.6719
1099.7012, 186769.6719
1099.8790, 186804.5625
1100.0570, 186768.5000
1100.2349, 186822.0000
1100.4128, 186825.1719
1100.5907, 186924.4375
1100.7687, 186943.4062
1100.9465, 186992.0625
1101.1245, 187034.2344
1101.3024, 187015.2969
1101.4803, 186991.7812
1101.6582, 186970.7812
1101.8362, 186955.1719
1102.0140, 186927.5000
1102.1920, 186854.1719
1102.3699, 186819.1094
1102.5479, 186803.2188
1102.7257, 186756.6094
1102.9037, 186781.9375
1103.0815, 186736.4062
1103.2595, 186724.3594
1103.4374, 186728.5625
1103.6154, 186707.4375
1103.7932, 186686.6719
1103.9712, 186706.7188
1104.1490, 186740.4375
1104.3270, 186679.5000
1104.5049, 186692.8906
1104.6829, 186648.4062
1104.8607, 186723.2344
1105.0387, 186701.7656
1105.2166, 186727.5625
1105.3945, 186712.3906
1105.5724, 186725.5625
1105.7504, 186727.1094
1105.9282, 186739.2188
1106.1062, 186749.2188
1106.2841, 186814.6406
1106.4620, 186767.4688
1106.6399, 186808.5312
1106.8179, 186788.4375
1106.9957, 186828.0625
1107.1737, 186847.6719
1107.3516, 186864.9375
1107.5295, 186815.7188
1107.7074, 186807.6094
1107.8854, 186826.6406
1108.0632, 186769.6406
1108.2412, 186721.2344
1108.4191, 186749.5000
1108.5970, 186782.6094
1108.7749, 186770.3906
1108.9529, 186715.1094
1109.1307, 186718.8281
1109.3087, 186703.0000
1109.4866, 186716.4688
1109.6646, 186655.8281
1109.8424, 186753.6719
1110.0204, 186742.8281
1110.1982, 186569.0000
1110.3762, 186659.4375
1110.5541, 186620.6094
1110.7321, 186598.6094
1110.9099, 186595.0625
1111.0879, 186586.7031
1111.2657, 186600.6406
1111.4437, 186637.7656
1111.6216, 186649.5625
1111.7996, 186673.6094
1111.9774, 186693.2188
1112.1554, 186709.6719
1112.3333, 186721.6094
1112.5112, 186814.3906
1112.6891, 186862.9375
1112.8671, 186875.1250
1113.0449, 186883.7031
1113.2229, 186886.3906
1113.4008, 186903.0000
1113.5786, 186866.4375
1113.7566, 186866.0625
1113.9344, 186796.7188
1114.1124, 186771.1094
1114.2903, 186741.4375
1114.4683, 186722.1719
1114.6461, 186693.8750
1114.8241, 186646.5312
1115.0020, 186664.6719
1115.1799, 186662.5000
1115.3578, 186628.7188
1115.5358, 186667.4375
1115.7136, 186614.3281
1115.8916, 186645.7812
1116.0695, 186628.5625
1116.2474, 186621.4688
1116.4253, 186596.0000
1116.6033, 186608.1719
1116.7811, 186654.5000
1116.9591, 186633.4375
1117.1370, 186696.9375
1117.3149, 186671.1719
1117.4928, 186637.3281
